Categoria;Data;Grupo;Produto;Ano Do Carro;Estado;Valor
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 2p Manual G.vi;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$17.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 3p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$19.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Seleção Tec Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$29.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Special 1.0 Total Flex 8v 5p;2016;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$36.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Trend Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Distrito Federal</span>";R$36.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol City Trend 1.0 T. Flex 8v 4p;2005;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$13.300
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Tec Total Flex 3p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$17.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi Trendline 8v Flex 4p Manual;2016;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$40.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 16v Msi Aut. 5p;2021;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$59.570
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Cli 1.6 Gii;1996;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso do Sul</span>";R$22.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Ecomotion Total Flex 3p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$18.890
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi Plus 8v Gasolina 4p Manual G.iii;2003;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$13.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Rallye Total Flex I-motion 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$28.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 4p;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$14.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Mi Cl 3p;1998;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$7.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Vht 25 Anos Total Flex 5p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$23.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trendline Total Flex 5p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$31.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$22.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 3p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$24.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City Total Flex 2p;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$15.600
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Vht (flex) 4p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$30.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Plus Total Flex 2p;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$11.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v (flex);2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$44.840
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Bahia</span>";R$49.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Total Flex 5p;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso do Sul</span>";R$39.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$41.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v G.iv;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$27.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi City 8v Flex 4p Manual;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$29.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi 8v Flex 4p Manual G.vi;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$27.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 16v Msi Totalflex 4p Automático;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$56.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.v;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$22.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$16.999
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Msi Trendline Total Flex 5p;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">Mato Grosso</span>";R$40.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Trendline Total Flex 5p;2017;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$41.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Trendline Total Flex 5p;2018;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$35.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Total Flex 5p;2021;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$45.890
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$15.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Plus Total Flex 5p;2007;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$17.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Seleção Tec Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$29.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Power 1.6;2010;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$24.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Vintage Total Flex 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$94.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Plus Mi 1.0 8 Valvulas;1999;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$9.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Msi (flex);2019;;R$38.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Power Total Flex 5p;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$16.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$19.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Vht Power Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 City 2p;2004;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$13.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi 8v Flex 4p Manual G.v;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$24.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 Mi 8v Flex 4p Manual G.vi;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$27.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Tec Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$26.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 3p;1996;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$13.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$30.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi Plus 8v Flex 2p Manual G.iv;2006;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$13.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 2p Manual G.vi;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$25.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 3p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$16.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Power Total Flex 4p;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$20.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Modelo Cl 1.8 Ap;1991;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$17.000
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$48.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6 Mi Power 8v Flex 4p Manual G.v;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$27.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol (novo) 1.0 Mi Total Flex 8v 4p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$32.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi Special 8v;2016;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$33.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Volkswagen Gol 1.6 4p G7 Flex Msi Automático;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$56.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$35.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$21.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol City 1.0 Mi  4p;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$34.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Flex 12v 5p;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$42.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v G.iv;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$20.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 3p;1997;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio Grande do Sul</span>";R$8.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Tec Total Flex 5p;2014;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$29.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Trendline Total Flex 5p;2017;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$38.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$24.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Tl Mb S;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$32.890
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 3p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$17.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.0 16v Plus;2002;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$12.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 3p;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$21.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2008;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$16.500
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol 1.6;2013;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$31.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 Power Total Flex 5p;2009;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$39.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.6 16v Msi Totalflex 4p Automático;2019;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$56.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Mpi Totalflex Trendline 4p Manual;2017;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$39.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol Gol Cli;1994;"<span class=""ui-search-item__group__element ui-search-item__location"">Distrito Federal</span>";R$35.990
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">Paraná</span>";R$46.800
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Trend Total Flex 5p;2011;"<span class=""ui-search-item__group__element ui-search-item__location"">Rio de Janeiro</span>";R$21.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Total Flex 5p;2012;"<span class=""ui-search-item__group__element ui-search-item__location"">Minas Gerais</span>";R$24.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.vi;2015;"<span class=""ui-search-item__group__element ui-search-item__location"">Santa Catarina</span>";R$34.900
Carros, Motos e Outros;25/02/2021;Carros e Caminhonetes Gol;Volkswagen Gol 1.0 12v Total Flex 5p;2020;"<span class=""ui-search-item__group__element ui-search-item__location"">São Paulo</span>";R$42.990
